folder_path	research_file	direct_file_count	recursive_file_count	direct_child_folder_count	status
sources/local-fs/udftools/udfinfo	Docs/researches/sources/local-fs/udftools/udfinfo/current_folder_research.md	6	6	0	ok
sources/local-fs/udftools/udflabel	Docs/researches/sources/local-fs/udftools/udflabel/current_folder_research.md	4	4	0	ok
sources/local-fs/udftools/wrudf	Docs/researches/sources/local-fs/udftools/wrudf/current_folder_research.md	9	9	0	ok
sources/local-fs/xfsdump/common	Docs/researches/sources/local-fs/xfsdump/common/current_folder_research.md	54	54	0	ok
sources/local-fs/xfsdump/debian	Docs/researches/sources/local-fs/xfsdump/debian/current_folder_research.md	2	2	0	ok
sources/local-fs/xfsdump/dump	Docs/researches/sources/local-fs/xfsdump/dump/current_folder_research.md	7	7	0	ok
sources/local-fs/xfsdump/include	Docs/researches/sources/local-fs/xfsdump/include/current_folder_research.md	6	6	0	ok
sources/local-fs/xfsdump/inventory	Docs/researches/sources/local-fs/xfsdump/inventory/current_folder_research.md	14	14	0	ok
sources/local-fs/xfsdump/invutil	Docs/researches/sources/local-fs/xfsdump/invutil/current_folder_research.md	16	16	0	ok
sources/local-fs/xfsdump/librmt	Docs/researches/sources/local-fs/xfsdump/librmt/current_folder_research.md	18	18	0	ok
sources/local-fs/xfsdump/m4	Docs/researches/sources/local-fs/xfsdump/m4/current_folder_research.md	1	1	0	ok
sources/local-fs/xfsdump/man	Docs/researches/sources/local-fs/xfsdump/man/current_folder_research.md	1	2	1	ok
sources/local-fs/xfsdump/po	Docs/researches/sources/local-fs/xfsdump/po/current_folder_research.md	1	1	0	ok
sources/local-fs/xfsdump/restore	Docs/researches/sources/local-fs/xfsdump/restore/current_folder_research.md	19	19	0	ok
sources/local-fs/xfsdump/tools	Docs/researches/sources/local-fs/xfsdump/tools/current_folder_research.md	1	1	0	ok
sources/local-fs/xfsprogs/db	Docs/researches/sources/local-fs/xfsprogs/db/current_folder_research.md	112	112	0	ok
sources/local-fs/xfsprogs/libxfs	Docs/researches/sources/local-fs/xfsprogs/libxfs/current_folder_research.md	132	132	0	ok
sources/local-fs/xfsprogs/mkfs	Docs/researches/sources/local-fs/xfsprogs/mkfs/current_folder_research.md	14	14	0	ok
sources/local-fs/xfsprogs/repair	Docs/researches/sources/local-fs/xfsprogs/repair/current_folder_research.md	73	73	0	ok
sources/os/bsd/dragonflybsd	Docs/researches/sources/os/bsd/dragonflybsd/current_folder_research.md	0	771	1	ok
sources/os/bsd/freebsd-src	Docs/researches/sources/os/bsd/freebsd-src/current_folder_research.md	0	1747	2	ok
sources/os/bsd/netbsd-src	Docs/researches/sources/os/bsd/netbsd-src/current_folder_research.md	0	4332	2	ok
sources/os/bsd/openbsd-src	Docs/researches/sources/os/bsd/openbsd-src/current_folder_research.md	0	940	2	ok
sources/os/darwin/xnu	Docs/researches/sources/os/darwin/xnu/current_folder_research.md	0	33	1	ok
sources/os/illumos/illumos-gate	Docs/researches/sources/os/illumos/illumos-gate/current_folder_research.md	0	2206	1	ok
sources/os/linux/linux	Docs/researches/sources/os/linux/linux/current_folder_research.md	0	2731	5	ok
sources/os/linux/linux-stable	Docs/researches/sources/os/linux/linux-stable/current_folder_research.md	0	2342	1	ok
sources/os/plan9/9front	Docs/researches/sources/os/plan9/9front/current_folder_research.md	0	5031	1	ok
sources/os/plan9/plan9	Docs/researches/sources/os/plan9/plan9/current_folder_research.md	0	4760	1	ok
sources/teaching/minix/minix	Docs/researches/sources/teaching/minix/minix/current_folder_research.md	0	202	4	ok
sources/teaching/os161/kern	Docs/researches/sources/teaching/os161/kern/current_folder_research.md	0	83	3	ok
sources/teaching/pintos/src	Docs/researches/sources/teaching/pintos/src/current_folder_research.md	0	14	1	ok
sources/teaching/xv6-riscv/kernel	Docs/researches/sources/teaching/xv6-riscv/kernel/current_folder_research.md	44	44	0	ok
sources/teaching/xv6-riscv/mkfs	Docs/researches/sources/teaching/xv6-riscv/mkfs/current_folder_research.md	1	1	0	ok
sources/virtualization/guestfs-tools/.github	Docs/researches/sources/virtualization/guestfs-tools/.github/current_folder_research.md	0	1	1	ok
sources/virtualization/guestfs-tools/align	Docs/researches/sources/virtualization/guestfs-tools/align/current_folder_research.md	5	5	0	ok
sources/virtualization/guestfs-tools/bash	Docs/researches/sources/virtualization/guestfs-tools/bash/current_folder_research.md	2	2	0	ok
sources/virtualization/guestfs-tools/build-aux	Docs/researches/sources/virtualization/guestfs-tools/build-aux/current_folder_research.md	1	1	0	ok
sources/virtualization/guestfs-tools/builder	Docs/researches/sources/virtualization/guestfs-tools/builder/current_folder_research.md	20	27	4	ok
sources/virtualization/guestfs-tools/cat	Docs/researches/sources/virtualization/guestfs-tools/cat/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/customize	Docs/researches/sources/virtualization/guestfs-tools/customize/current_folder_research.md	6	6	0	ok
sources/virtualization/guestfs-tools/df	Docs/researches/sources/virtualization/guestfs-tools/df/current_folder_research.md	8	8	0	ok
sources/virtualization/guestfs-tools/diff	Docs/researches/sources/virtualization/guestfs-tools/diff/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/drivers	Docs/researches/sources/virtualization/guestfs-tools/drivers/current_folder_research.md	8	8	0	ok
sources/virtualization/guestfs-tools/edit	Docs/researches/sources/virtualization/guestfs-tools/edit/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/filesystems	Docs/researches/sources/virtualization/guestfs-tools/filesystems/current_folder_research.md	6	6	0	ok
sources/virtualization/guestfs-tools/format	Docs/researches/sources/virtualization/guestfs-tools/format/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/get-kernel	Docs/researches/sources/virtualization/guestfs-tools/get-kernel/current_folder_research.md	3	3	0	ok
sources/virtualization/guestfs-tools/gnulib	Docs/researches/sources/virtualization/guestfs-tools/gnulib/current_folder_research.md	0	19	1	ok
sources/virtualization/guestfs-tools/inspector	Docs/researches/sources/virtualization/guestfs-tools/inspector/current_folder_research.md	20	20	0	ok
sources/virtualization/guestfs-tools/lib	Docs/researches/sources/virtualization/guestfs-tools/lib/current_folder_research.md	1	1	0	ok
sources/virtualization/guestfs-tools/log	Docs/researches/sources/virtualization/guestfs-tools/log/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/ls	Docs/researches/sources/virtualization/guestfs-tools/ls/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/make-fs	Docs/researches/sources/virtualization/guestfs-tools/make-fs/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/po	Docs/researches/sources/virtualization/guestfs-tools/po/current_folder_research.md	1	1	0	ok
sources/virtualization/guestfs-tools/po-docs	Docs/researches/sources/virtualization/guestfs-tools/po-docs/current_folder_research.md	2	4	2	ok
sources/virtualization/guestfs-tools/resize	Docs/researches/sources/virtualization/guestfs-tools/resize/current_folder_research.md	5	5	0	ok
sources/virtualization/guestfs-tools/sparsify	Docs/researches/sources/virtualization/guestfs-tools/sparsify/current_folder_research.md	5	5	0	ok
sources/virtualization/guestfs-tools/sysprep	Docs/researches/sources/virtualization/guestfs-tools/sysprep/current_folder_research.md	11	11	0	ok
sources/virtualization/guestfs-tools/tail	Docs/researches/sources/virtualization/guestfs-tools/tail/current_folder_research.md	4	4	0	ok
sources/virtualization/guestfs-tools/test-data	Docs/researches/sources/virtualization/guestfs-tools/test-data/current_folder_research.md	1	12	2	ok
sources/virtualization/guestfs-tools/tests	Docs/researches/sources/virtualization/guestfs-tools/tests/current_folder_research.md	2	2	0	ok
sources/virtualization/guestfs-tools/win-reg	Docs/researches/sources/virtualization/guestfs-tools/win-reg/current_folder_research.md	2	2	0	ok
sources/virtualization/libblockdev/src	Docs/researches/sources/virtualization/libblockdev/src/current_folder_research.md	1	103	4	ok
sources/virtualization/libguestfs/daemon	Docs/researches/sources/virtualization/libguestfs/daemon/current_folder_research.md	113	113	0	ok
sources/virtualization/libguestfs/lib	Docs/researches/sources/virtualization/libguestfs/lib/current_folder_research.md	51	52	1	ok
sources/virtualization/libnbd/lib	Docs/researches/sources/virtualization/libnbd/lib/current_folder_research.md	24	25	1	ok
sources/virtualization/nbd/.github	Docs/researches/sources/virtualization/nbd/.github/current_folder_research.md	0	1	1	ok
sources/virtualization/nbd/man	Docs/researches/sources/virtualization/nbd/man/current_folder_research.md	7	7	0	ok
sources/virtualization/nbd/support	Docs/researches/sources/virtualization/nbd/support/current_folder_research.md	1	1	0	ok
sources/virtualization/nbd/systemd	Docs/researches/sources/virtualization/nbd/systemd/current_folder_research.md	2	2	0	ok
sources/virtualization/nbd/tests	Docs/researches/sources/virtualization/nbd/tests/current_folder_research.md	1	17	3	ok
sources/virtualization/nbdkit/filters	Docs/researches/sources/virtualization/nbdkit/filters/current_folder_research.md	1	148	53	ok
sources/virtualization/nbdkit/plugins	Docs/researches/sources/virtualization/nbdkit/plugins/current_folder_research.md	1	168	45	ok
sources/virtualization/nbdkit/server	Docs/researches/sources/virtualization/nbdkit/server/current_folder_research.md	39	40	1	ok
sources/virtualization/nvme-cli/.github	Docs/researches/sources/virtualization/nvme-cli/.github/current_folder_research.md	1	14	2	ok
sources/virtualization/nvme-cli/Documentation	Docs/researches/sources/virtualization/nvme-cli/Documentation/current_folder_research.md	4	4	0	ok
sources/virtualization/nvme-cli/ccan	Docs/researches/sources/virtualization/nvme-cli/ccan/current_folder_research.md	1	27	1	ok
sources/virtualization/nvme-cli/completions	Docs/researches/sources/virtualization/nvme-cli/completions/current_folder_research.md	1	1	0	ok
sources/virtualization/nvme-cli/etc	Docs/researches/sources/virtualization/nvme-cli/etc/current_folder_research.md	1	1	0	ok
sources/virtualization/nvme-cli/libnvme	Docs/researches/sources/virtualization/nvme-cli/libnvme/current_folder_research.md	4	156	6	ok
sources/virtualization/nvme-cli/nvmf-autoconnect	Docs/researches/sources/virtualization/nvme-cli/nvmf-autoconnect/current_folder_research.md	0	13	4	ok
sources/virtualization/nvme-cli/plugins	Docs/researches/sources/virtualization/nvme-cli/plugins/current_folder_research.md	1	155	32	ok
sources/virtualization/nvme-cli/scripts	Docs/researches/sources/virtualization/nvme-cli/scripts/current_folder_research.md	7	7	0	ok
sources/virtualization/nvme-cli/tests	Docs/researches/sources/virtualization/nvme-cli/tests/current_folder_research.md	28	28	0	ok
sources/virtualization/nvme-cli/unit	Docs/researches/sources/virtualization/nvme-cli/unit/current_folder_research.md	6	6	0	ok
sources/virtualization/nvme-cli/util	Docs/researches/sources/virtualization/nvme-cli/util/current_folder_research.md	23	23	0	ok
sources/virtualization/open-iscsi/usr	Docs/researches/sources/virtualization/open-iscsi/usr/current_folder_research.md	75	88	1	ok
sources/virtualization/qemu/block	Docs/researches/sources/virtualization/qemu/block/current_folder_research.md	89	101	2	ok
sources/virtualization/qemu/hw	Docs/researches/sources/virtualization/qemu/hw/current_folder_research.md	0	80	1	ok
sources/virtualization/qemu/tools	Docs/researches/sources/virtualization/qemu/tools/current_folder_research.md	1	18	3	ok
sources/virtualization/spdk/app	Docs/researches/sources/virtualization/spdk/app/current_folder_research.md	1	32	13	ok
sources/virtualization/spdk/lib	Docs/researches/sources/virtualization/spdk/lib/current_folder_research.md	1	380	44	ok
sources/virtualization/spdk/module	Docs/researches/sources/virtualization/spdk/module/current_folder_research.md	1	227	10	ok
sources/virtualization/virtiofsd/src	Docs/researches/sources/virtualization/virtiofsd/src/current_folder_research.md	16	38	2	ok
sources/windows/dokany/dokan	Docs/researches/sources/windows/dokany/dokan/current_folder_research.md	29	29	0	ok
sources/windows/dokany/dokan_fuse	Docs/researches/sources/windows/dokany/dokan_fuse/current_folder_research.md	2	17	2	ok
sources/windows/dokany/sys	Docs/researches/sources/windows/dokany/sys/current_folder_research.md	23	34	1	ok
sources/windows/reactos/drivers	Docs/researches/sources/windows/reactos/drivers/current_folder_research.md	0	504	1	ok
sources/windows/reactos/ntoskrnl	Docs/researches/sources/windows/reactos/ntoskrnl/current_folder_research.md	0	92	2	ok
sources/windows/reactos/sdk	Docs/researches/sources/windows/reactos/sdk/current_folder_research.md	0	57	1	ok
sources/windows/winbtrfs/src	Docs/researches/sources/windows/winbtrfs/src/current_folder_research.md	45	97	4	ok
sources/windows/windows-driver-samples/filesys	Docs/researches/sources/windows/windows-driver-samples/filesys/current_folder_research.md	0	150	3	ok
sources/windows/winfsp/src	Docs/researches/sources/windows/winfsp/src/current_folder_research.md	0	72	2	ok
sources/block-storage/cryptsetup/lib/bitlk	Docs/researches/sources/block-storage/cryptsetup/lib/bitlk/current_folder_research.md	2	2	0	ok
sources/block-storage/cryptsetup/lib/crypto_backend	Docs/researches/sources/block-storage/cryptsetup/lib/crypto_backend/current_folder_research.md	21	38	1	ok
sources/block-storage/cryptsetup/lib/fvault2	Docs/researches/sources/block-storage/cryptsetup/lib/fvault2/current_folder_research.md	2	2	0	ok
sources/block-storage/cryptsetup/lib/integrity	Docs/researches/sources/block-storage/cryptsetup/lib/integrity/current_folder_research.md	2	2	0	ok
sources/block-storage/cryptsetup/lib/loopaes	Docs/researches/sources/block-storage/cryptsetup/lib/loopaes/current_folder_research.md	2	2	0	ok
sources/block-storage/cryptsetup/lib/luks1	Docs/researches/sources/block-storage/cryptsetup/lib/luks1/current_folder_research.md	5	5	0	ok
sources/block-storage/cryptsetup/lib/luks2	Docs/researches/sources/block-storage/cryptsetup/lib/luks2/current_folder_research.md	16	18	1	ok
sources/block-storage/cryptsetup/lib/tcrypt	Docs/researches/sources/block-storage/cryptsetup/lib/tcrypt/current_folder_research.md	2	2	0	ok
sources/block-storage/cryptsetup/lib/verity	Docs/researches/sources/block-storage/cryptsetup/lib/verity/current_folder_research.md	7	7	0	ok
sources/block-storage/devicemapper-rs/src/core	Docs/researches/sources/block-storage/devicemapper-rs/src/core/current_folder_research.md	12	12	0	ok
sources/block-storage/devicemapper-rs/src/testing	Docs/researches/sources/block-storage/devicemapper-rs/src/testing/current_folder_research.md	4	4	0	ok
sources/block-storage/kvdo/vdo/linux	Docs/researches/sources/block-storage/kvdo/vdo/linux/current_folder_research.md	1	1	0	ok
sources/block-storage/libcryptsetup-rs/src/consts	Docs/researches/sources/block-storage/libcryptsetup-rs/src/consts/current_folder_research.md	3	3	0	ok
sources/block-storage/libcryptsetup-rs/src/luks2	Docs/researches/sources/block-storage/libcryptsetup-rs/src/luks2/current_folder_research.md	4	4	0	ok
sources/block-storage/libcryptsetup-rs/src/tests	Docs/researches/sources/block-storage/libcryptsetup-rs/src/tests/current_folder_research.md	5	5	0	ok
sources/block-storage/linux-dm/drivers/md	Docs/researches/sources/block-storage/linux-dm/drivers/md/current_folder_research.md	116	172	2	ok
sources/block-storage/lvm2/lib/activate	Docs/researches/sources/block-storage/lvm2/lib/activate/current_folder_research.md	7	7	0	ok
sources/block-storage/lvm2/lib/cache	Docs/researches/sources/block-storage/lvm2/lib/cache/current_folder_research.md	2	2	0	ok
sources/block-storage/lvm2/lib/cache_segtype	Docs/researches/sources/block-storage/lvm2/lib/cache_segtype/current_folder_research.md	1	1	0	ok
sources/block-storage/lvm2/lib/commands	Docs/researches/sources/block-storage/lvm2/lib/commands/current_folder_research.md	3	3	0	ok
sources/block-storage/lvm2/lib/config	Docs/researches/sources/block-storage/lvm2/lib/config/current_folder_research.md	4	4	0	ok
sources/block-storage/lvm2/lib/datastruct	Docs/researches/sources/block-storage/lvm2/lib/datastruct/current_folder_research.md	6	6	0	ok
sources/block-storage/lvm2/lib/device	Docs/researches/sources/block-storage/lvm2/lib/device/current_folder_research.md	30	30	0	ok
sources/block-storage/lvm2/lib/display	Docs/researches/sources/block-storage/lvm2/lib/display/current_folder_research.md	2	2	0	ok
sources/block-storage/lvm2/lib/error	Docs/researches/sources/block-storage/lvm2/lib/error/current_folder_research.md	1	1	0	ok
sources/block-storage/lvm2/lib/filters	Docs/researches/sources/block-storage/lvm2/lib/filters/current_folder_research.md	13	13	0	ok
sources/block-storage/lvm2/lib/format_text	Docs/researches/sources/block-storage/lvm2/lib/format_text/current_folder_research.md	14	14	0	ok
sources/block-storage/lvm2/lib/freeseg	Docs/researches/sources/block-storage/lvm2/lib/freeseg/current_folder_research.md	1	1	0	ok
sources/block-storage/lvm2/lib/id	Docs/researches/sources/block-storage/lvm2/lib/id/current_folder_research.md	2	2	0	ok
sources/block-storage/lvm2/lib/integrity	Docs/researches/sources/block-storage/lvm2/lib/integrity/current_folder_research.md	1	1	0	ok
sources/block-storage/lvm2/lib/label	Docs/researches/sources/block-storage/lvm2/lib/label/current_folder_research.md	4	4	0	ok
sources/block-storage/lvm2/lib/locking	Docs/researches/sources/block-storage/lvm2/lib/locking/current_folder_research.md	6	6	0	ok
sources/block-storage/lvm2/lib/log	Docs/researches/sources/block-storage/lvm2/lib/log/current_folder_research.md	3	3	0	ok
